Geneid,N1,N2,N3,R1,R2,R3,R4,R5
984,251,239,235,352,343,419,404,565
728661,963,255,290,115,65,199,179,193
8511,3,2,0,0,0,0,0,2
728642,132,151,122,357,363,537,523,449
9906,230,443,387,128,100,124,81,133
65220,621,524,481,193,200,497,525,419
2782,3304,3192,2979,974,876,1453,1296,1346
105378949,2,3,0,0,0,2,0,0
163688,0,4,3,3,0,3,2,0
339456,0,0,1,2,0,5,2,2
85452,3,0,2,0,0,6,7,2
2563,6,5,4,2,0,37,23,22
5590,177,59,33,200,236,383,309,343
100506504,13,10,9,9,2,2,6,2
199990,66,67,60,61,55,120,96,119
105378592,0,1,3,2,3,2,4,2
6497,545,683,740,326,304,483,472,485
105378594,0,0,0,0,0,0,1,0
79906,35,16,19,72,87,111,98,113
100129534,35,8,6,0,2,4,1,0
11079,799,644,661,643,640,1026,935,856
5192,71,48,46,66,61,103,140,127
9651,99,31,51,16,77,35,73,106
55229,23,54,44,6,4,0,0,24
388585,2,0,0,0,0,0,0,0
115110,19,5,11,0,0,0,0,0
8764,71,117,64,26,17,81,67,31
100996583,0,0,0,0,0,0,0,0
127281,43,12,39,0,0,10,0,0
79258,4,0,0,0,0,0,0,0
100287898,0,2,0,0,0,0,0,0
140625,0,0,0,0,0,0,0,0
440556,5,7,4,2,2,0,0,0
63976,20,29,25,0,0,0,6,2
100422968,0,0,0,0,0,0,0,0
27237,166,84,70,190,152,104,96,82
1953,225,216,274,178,132,223,248,226
693135,0,0,0,0,0,0,0,0
127262,739,554,594,82,87,147,130,126
49856,113,115,101,115,57,104,88,80
7161,20,9,12,18,14,12,4,24
57212,176,300,301,30,40,18,10,14
148870,1,3,0,0,0,0,1,0
388588,4,2,3,2,0,0,0,0
57470,331,331,311,150,127,228,224,240
9731,483,448,402,586,587,846,818,793
1677,85,58,60,47,32,40,59,82
339448,221,148,169,223,260,314,253,260
100133612,4,0,4,0,0,0,0,0
728716,1,1,0,0,0,0,0,0
284661,0,0,0,0,0,0,0,0
55966,23,12,12,40,25,0,2,2
100616489,0,0,0,0,0,0,0,0
100616421,0,0,0,0,0,0,0,0
261734,96,113,105,130,130,239,268,206
8514,329,244,213,56,47,109,119,103
26038,5,8,12,4,10,6,2,10
6146,3591,2084,2006,2317,2012,3273,3172,3162
102724450,0,2,2,0,1,0,0,0
388591,147,107,108,201,171,150,187,173
23463,1017,840,836,89,104,158,169,172
148645,1,0,2,0,0,0,0,0
390992,0,0,0,0,0,0,0,0
387509,110,197,206,4,6,5,4,0
11332,125,173,164,62,37,353,350,313
54626,20,34,28,4,0,0,0,0
83715,7,4,0,26,16,72,53,34
100422975,0,0,0,0,0,0,0,0
8718,116,65,63,145,117,99,68,113
57449,154,103,105,594,568,349,306,320
79707,178,154,122,416,353,501,474,524
80835,4,3,2,0,8,2,1,0
3104,205,178,146,141,142,213,202,206
9903,377,656,695,29,38,29,33,39
148479,192,200,173,133,118,163,144,141
90326,72,86,80,47,48,95,84,60
55735,296,217,217,338,412,418,376,415
100505887,0,0,0,0,0,0,0,0
23261,159,157,144,226,260,236,179,230
9341,1467,1190,1104,282,203,279,307,301
8863,204,651,662,595,677,380,367,382
10911,2,2,0,0,6,2,1,2
3604,40,19,15,0,4,8,6,4
11315,1201,949,870,1760,1756,2873,2500,2720
54206,469,1176,1246,1048,1005,1359,1202,1193
102724539,0,0,0,0,0,0,0,0
50651,7,18,26,2,8,9,10,4
473,1444,1047,1037,2675,2404,3102,2895,2937
102724552,0,3,2,0,1,0,0,1
2023,5024,3550,3326,3109,3104,7403,6788,7140
102465436,0,0,0,0,0,0,0,0
100505975,0,0,0,0,0,0,0,0
765,0,0,0,0,2,0,0,0
155184,0,0,0,0,0,0,0,0
6518,48,34,15,8,4,9,6,0
80045,108,73,83,25,30,22,8,16
407040,0,0,0,10,8,2,8,3
9563,1552,775,703,880,864,820,654,774
80176,199,293,272,25,28,50,48,44
100506022,12,23,26,0,0,0,0,0
84275,60,74,68,35,37,55,45,52
199953,69,85,95,57,47,25,54,41
5293,572,326,294,187,172,220,192,204
644997,4,2,0,8,8,4,8,19
101929074,6,8,2,0,0,0,1,0
22883,1488,1307,1214,965,1025,993,985,954
56998,227,198,185,26,37,64,39,51
84328,232,143,168,187,224,309,326,334
64802,133,98,100,14,17,65,41,51
100847055,0,0,0,0,0,0,0,0
105376719,0,0,1,0,0,0,0,0
116362,21,73,54,21,20,6,5,10
10277,806,609,561,1434,1313,1945,1881,1863
23095,619,628,585,2578,2319,3238,2915,3214
100422970,0,0,0,0,0,0,0,0
5226,1274,673,769,567,481,1029,986,952
100526739,0,0,0,0,0,0,0,0
378708,7,2,2,0,0,0,0,0
1325,0,0,1,0,0,0,0,0
1676,271,158,148,84,87,210,178,188
5195,129,311,347,325,343,500,415,484
54897,122,262,214,838,692,679,615,601
148345,1,2,10,0,0,0,2,2
23435,1688,1143,1066,2170,2093,2133,2064,2191
10747,19,12,12,111,108,117,92,112
6723,283,323,333,58,43,60,66,86
5394,554,439,512,801,818,1179,1111,1155
2475,759,696,558,1725,1700,2236,2251,2213
100873935,0,0,0,0,3,0,0,0
10218,2,35,36,67,77,50,44,33
29914,233,163,167,291,272,496,408,441
57540,4,2,2,6,10,8,14,6
101929181,0,0,0,0,0,0,0,0
26232,36,7,11,4,6,16,28,29
93611,145,118,100,71,42,83,57,82
26270,149,67,83,67,59,48,45,41
10459,127,83,99,50,59,75,51,41
374946,0,0,0,0,0,0,0,0
57085,174,173,155,50,56,58,59,55
284498,0,1,0,0,2,0,0,0
102724659,0,0,0,0,0,0,0,0
4524,371,300,296,334,279,298,248,265
1185,173,216,191,250,255,296,271,283
100379251,9,2,6,1,1,1,1,2
4878,0,0,1,6,8,25,26,22
4879,0,0,0,0,0,0,0,0
26829,0,0,0,0,2,0,1,0
90231,408,531,551,105,123,192,157,217
5351,878,998,1040,392,382,1447,1411,1282
9927,1354,1375,1359,1714,1647,2121,2090,2173
60672,98,104,94,56,65,64,64,98
102466982,0,0,0,0,0,0,0,0
943,35,29,24,0,2,2,6,4
102465836,0,0,0,0,0,0,0,0
7133,901,895,907,50,57,275,277,288
100616438,0,0,0,0,0,0,1,0
55187,1346,550,589,5881,5553,6945,6663,6553
677885,3,1,0,8,9,7,1,3
9249,949,458,417,823,796,339,326,288
102466722,0,1,1,0,0,0,0,0
343066,0,0,2,0,0,0,0,0
126767,0,0,0,0,0,0,0,0
93190,0,0,0,0,0,0,0,0
390999,0,0,0,0,0,0,0,0
65121,0,0,0,0,0,0,0,0
440560,0,0,0,0,0,0,0,0
343069,0,1,0,0,2,0,0,0
65122,0,0,0,2,2,0,0,0
400735,0,0,0,0,0,0,0,0
343071,0,0,0,0,0,0,0,0
441871,0,0,0,0,0,0,0,0
440561,0,0,0,0,0,0,0,0
653606,0,0,0,0,0,0,0,0
102724742,0,0,0,0,0,0,0,0
101929983,0,0,0,0,0,0,0,0
649330,0,0,0,0,0,0,0,0
441873,0,0,0,0,0,0,0,0
649324,0,0,0,0,0,0,0,0
440563,0,0,0,0,0,0,0,0
645354,0,0,0,0,0,0,0,0
645359,0,0,0,0,0,0,0,0
101060301,0,0,0,0,0,0,0,0
343070,0,0,0,0,0,0,0,0
400736,0,0,0,0,0,0,0,0
391003,0,0,0,0,0,0,0,0
343068,0,0,0,0,0,0,0,0
391002,0,0,0,0,0,0,0,0
645382,0,0,0,0,0,0,0,0
653619,0,0,0,0,0,0,0,0
729528,0,0,0,0,0,0,0,0
645414,0,0,0,0,0,0,0,0
391004,0,0,0,0,0,0,0,0
645425,0,0,0,0,0,0,0,0
126755,0,2,0,0,2,0,0,2
10630,921,724,812,29,42,88,53,52
7799,1098,723,754,1385,1303,2482,2275,2268
23254,151,256,253,67,67,145,83,107
200197,154,19,17,3,3,5,1,6
55092,558,226,225,335,310,334,370,380
727684,0,0,0,475,516,653,545,546
114827,24,12,9,329,259,3220,3146,3253
101927417,5,3,4,0,0,0,2,0
79180,1088,507,579,1131,1008,1535,1418,1440
11330,0,0,0,25,22,0,2,8
63036,2,0,0,3,4,9,8,2
51032,0,1,0,52,61,27,22,30
842,151,164,176,116,152,139,168,194
23341,419,223,218,464,459,768,678,656
79814,48,12,8,43,25,71,52,62
84301,122,45,29,476,398,1034,964,927
6248,96,41,35,174,178,245,249,278
23207,614,767,856,361,367,481,431,490
284723,9,25,13,0,4,3,2,0
388595,0,0,0,0,0,0,1,0
54751,896,722,718,108,92,29,17,22
440567,59,23,27,80,37,135,112,117
729614,22,26,23,0,2,2,0,0
23013,1260,639,545,2987,2805,4418,4225,4365
7709,124,193,159,116,115,178,167,151
101928566,0,0,0,0,0,0,0,0
149563,0,0,2,0,0,0,2,0
27129,127,1136,1141,0,0,2,4,2
1187,4,0,0,6,8,16,1,8
1188,0,5,1,3,2,0,2,0
348487,0,2,0,0,0,0,0,2
1969,589,1507,1495,1642,1754,959,846,895
128272,127,84,79,74,63,119,144,120
101927546,0,1,0,0,0,0,0,0
79363,13,22,16,2,2,15,14,18
54455,252,230,226,340,348,451,466,493
26099,1255,1160,1073,263,229,350,281,334
374955,0,0,0,15,12,4,7,3
55707,851,529,543,176,208,225,188,196
114819,23,11,17,30,27,66,45,49
26871,1,0,0,0,0,3,1,0
100126512,0,0,0,0,0,0,0,0
100126517,0,0,0,0,0,0,0,0
102724970,0,1,0,0,1,0,0,0
100133301,0,0,0,0,0,0,0,0
7195,0,0,0,0,0,0,0,0
55672,117,92,107,1442,1242,2126,1924,2045
84809,93,128,94,43,27,82,59,77
11209,15,14,9,135,104,119,130,119
26869,0,0,0,0,0,0,0,0
729574,0,0,0,0,0,0,0,0
100126533,0,0,0,0,0,0,0,0
284729,0,0,0,2,4,0,0,0
100189045,0,0,0,0,0,0,0,0
102723383,0,0,0,0,0,0,0,0
6060,0,0,0,0,0,0,0,0
11223,10,2,8,6,6,47,31,15
100500876,0,0,0,0,0,0,0,0
100189298,0,0,0,0,0,0,0,0
7193,0,0,0,0,0,0,0,0
791226,0,0,0,0,0,0,0,0
9696,82,74,44,190,143,269,234,301
26870,0,0,0,0,0,0,0,0
4237,108,204,214,50,52,25,12,32
23400,282,275,241,473,484,937,881,957
6390,531,374,389,800,753,939,775,864
11240,97,65,82,4,12,29,11,22
29943,33,56,32,32,44,82,83,76
51702,454,490,469,731,766,2024,1872,1978
100616188,1,1,1,0,0,0,0,0
23569,17,13,11,6,2,13,1,8
353238,0,0,0,0,0,0,0,0
55920,1136,720,663,744,796,994,989,938
55160,577,569,496,839,826,1373,1266,1326
81569,0,0,0,0,0,0,0,0
101927876,0,0,0,0,0,0,0,0
84966,8,52,54,2,0,0,2,0
127707,534,44,23,25,32,134,126,149
5081,0,0,0,0,0,0,0,0
80834,0,0,0,0,4,0,0,2
8659,723,325,283,157,136,643,514,514
100616120,0,0,0,0,0,0,0,0
100302276,0,0,0,2,2,8,13,4
126917,295,295,246,59,56,493,434,456
23352,1945,1375,1318,8085,7703,10890,10413,10515
23065,525,368,371,450,482,883,758,731
51154,212,128,132,92,71,194,182,187
246181,0,0,3,7,20,14,13,12
22977,0,2,4,25,28,39,52,36
100506730,10,18,9,0,2,0,0,0
8574,246,211,220,298,345,1014,926,997
54896,81,77,88,33,38,64,66,72
832,2291,2036,2101,877,891,1283,1266,1239
100532736,0,0,0,0,0,0,0,0
440574,257,179,208,63,60,130,98,92
644068,8,6,9,31,45,60,75,36
4681,1,0,0,11,13,5,9,12
3362,2,2,2,2,2,0,0,2
255104,292,210,244,184,140,263,263,234
54546,2,0,0,0,0,30,25,35
23252,154,130,113,77,68,208,189,160
30814,0,0,0,0,0,0,0,0
5320,346,1479,1454,164,145,2876,2462,2582
5322,20,163,138,0,0,2,0,1
26279,116,81,90,0,4,4,4,4
64600,133,28,31,165,165,1313,1315,1275
391013,0,1,1,0,4,2,2,1
127733,105,70,50,53,47,80,83,75
101928017,0,6,1,0,0,0,0,0
127731,132,9,4,139,175,329,293,324
339505,0,0,0,0,0,0,0,0
55450,536,225,240,184,135,410,389,370
79594,314,380,327,49,48,72,76,63
163933,2,2,11,0,0,0,0,0
978,20,23,28,0,2,18,23,18
65018,162,192,223,340,316,325,349,339
102464833,0,0,0,0,0,0,0,0
100861548,35,10,17,8,9,6,2,2
1650,1925,1411,1408,1124,1007,1710,1548,1661
57576,8,30,29,0,4,12,8,2
400745,0,0,0,0,0,0,0,0
50809,2143,1685,1673,1357,1226,1884,1801,1806
8672,1140,1089,981,2253,2191,2524,2290,2513
100302155,0,0,0,0,0,0,0,0
1889,1516,1646,1572,725,626,1446,1383,1423
100506801,8,7,2,2,4,0,6,10
84224,169,87,102,443,467,1375,1333,1346
249,123,141,138,70,68,96,65,55
5909,184,32,24,325,331,553,495,552
84196,879,506,562,1340,1240,1789,1693,1803
401944,7,21,23,15,10,10,4,7
3339,1434,3808,3783,2456,2562,4101,4077,4135
23436,0,0,0,0,0,0,0,0
10136,0,0,0,0,0,0,0,0
101928043,1,2,1,0,0,0,0,0
29092,94,90,56,0,0,1,0,0
998,3504,2009,2054,1867,1779,2565,2184,2349
54361,107,35,28,53,65,80,71,98
100616433,0,0,0,0,0,0,0,0
9923,492,398,430,1252,1195,1377,1219,1228
2046,0,0,2,0,0,0,0,0
102466615,0,0,0,0,0,0,0,0
712,1107,1242,1211,197,177,85,75,90
714,1186,1403,1317,139,158,62,70,55
713,1209,1844,1894,241,237,85,82,54
2048,161,172,166,86,81,302,267,278
100616391,0,0,0,0,0,0,0,0
100422914,0,0,0,0,0,0,0,0
646262,0,0,0,0,0,0,0,0
729059,0,0,0,0,0,0,0,2
23028,909,483,448,1302,1259,2285,1984,2099
100422866,0,0,0,6,4,10,10,7
100616177,0,0,1,0,0,0,0,0
7798,890,514,539,515,482,766,684,752
3352,3,1,0,0,0,2,0,0
100996511,30,8,11,0,4,2,0,1
10236,1712,941,985,1739,1647,1589,1424,1700
80818,600,313,273,190,200,504,497,519
148898,21,9,16,17,29,41,24,26
6920,84,245,192,170,131,232,178,162
55616,247,294,331,101,94,289,263,247
1870,68,40,31,5,2,7,9,6
101928163,0,0,0,0,0,0,0,0
3399,389,578,575,112,95,364,318,360
259283,1,1,0,0,0,2,5,1
6135,4488,3134,3141,8530,8084,10504,9725,9724
6924,611,398,371,741,676,910,927,963
100506963,3,5,6,0,0,1,0,0
57095,305,269,252,236,253,263,278,230
11313,572,342,321,280,275,332,293,302
2582,181,143,136,242,288,636,527,585
3155,344,315,263,297,287,514,381,453
2517,1653,880,853,992,871,1718,1651,1631
1269,37,12,9,4,0,1,1,0
100616492,0,0,0,0,0,0,0,0
55629,1875,1270,1294,726,774,1032,917,909
10772,1202,748,758,534,507,656,619,644
127294,4,8,4,3,0,4,3,0
58985,11,1,1,3,1,11,6,24
163702,114,25,28,30,28,58,50,40
284632,0,0,0,0,0,0,0,0
57822,746,199,197,471,414,646,605,605
90529,109,42,46,82,101,150,154,160
57185,629,244,279,181,179,208,227,221
100750325,0,3,0,0,0,0,0,0
11123,317,65,73,73,75,102,97,101
100506985,77,5,6,0,0,0,0,0
400746,20,21,16,0,0,8,2,4
10250,965,646,705,3441,3366,3659,3562,3575
25932,2932,5686,5397,100,85,86,109,76
864,299,240,212,18,12,17,19,20
102465437,0,0,0,0,0,0,0,0
100616365,0,0,0,0,0,0,0,0
25949,725,321,410,635,673,652,599,593
57035,727,532,448,811,759,708,658,634
6007,17,10,5,162,140,285,304,291
23585,407,234,204,368,403,404,417,434
6006,0,2,0,57,72,74,68,90
55219,364,257,207,411,387,410,413,461
26119,262,208,223,186,199,142,167,166
57134,209,457,417,53,64,1786,1618,1742
57190,1218,1389,1417,767,755,738,722,756
56181,295,364,343,146,134,207,230,225
646471,42,26,39,24,41,48,51,46
79000,13,5,2,14,14,85,87,71
164091,490,202,144,75,91,461,442,484
3925,678,354,378,429,450,465,485,420
100500808,0,0,0,0,0,0,0,0
5051,351,171,218,39,60,77,78,80
2134,2,10,13,2,6,4,2,8
7780,11,4,5,2,8,114,117,89
105376910,0,0,0,0,0,0,0,0
84676,0,48,45,0,0,0,0,2
149420,282,153,104,98,97,134,102,124
79927,10,31,38,0,0,0,0,2
105376887,0,0,0,0,0,0,0,0
51042,28,34,10,21,15,29,34,26
10256,234,85,74,1573,1603,1360,1210,1152
378807,0,0,0,9,9,0,0,0
101928303,2,0,0,0,0,0,0,0
64793,129,108,103,141,177,255,244,304
83442,996,977,918,109,115,204,179,144
91544,110,140,124,118,130,153,141,161
1043,237,86,70,31,40,25,6,8
55057,121,57,40,151,161,95,77,114
257101,12,4,2,6,26,0,0,0
79727,0,0,0,0,0,2,2,2
79947,384,277,233,349,344,437,372,426
101928324,0,2,2,2,4,6,4,4
3151,1629,907,871,1464,1414,1714,1768,1734
6195,561,327,316,308,283,330,248,307
100302190,0,0,0,1,0,0,0,0
101928728,12,3,4,0,0,0,0,0
8289,1285,847,827,4216,4055,4738,4714,4712
55650,221,129,130,120,112,174,180,195
84243,385,315,275,127,128,291,288,302
2810,391,531,503,118,109,159,159,252
54707,137,107,87,77,49,129,146,146
63906,97,69,72,78,75,107,109,121
10726,397,363,351,700,656,1353,1232,1347
8431,0,0,0,2,2,1,0,3
126695,74,32,27,46,51,69,39,84
388610,307,87,84,2,0,6,4,11
115572,16,198,199,4,5,4,6,10
6548,590,464,402,514,451,1933,1807,1861
23038,654,589,632,317,321,388,385,393
84065,251,248,218,55,56,78,65,91
644961,13,9,6,26,46,24,31,25
100887744,0,0,0,0,0,0,0,0
84958,250,153,142,353,356,392,375,339
9064,121,371,332,158,186,149,153,154
8547,12,26,33,0,0,4,4,0
388611,0,0,0,0,1,0,0,2
2827,5,8,12,14,18,2,6,6
10163,1886,1385,1388,1392,1547,2053,1781,1887
27245,156,220,267,150,135,201,178,182
2268,286,259,216,24,33,257,272,219
2537,120,68,84,43,25,227,228,229
199870,112,123,113,90,99,156,132,139
23673,861,644,618,301,284,550,554,538
5511,518,385,349,180,173,266,243,264
677774,0,0,1,328,283,629,529,534
9473,304,305,370,43,36,128,124,129
6118,448,303,323,155,138,271,308,262
27293,48,42,23,16,26,6,7,17
55113,105,115,76,2,10,12,19,28
2140,442,226,243,554,483,882,857,905
5724,475,248,217,36,28,89,88,102
22826,796,737,732,820,803,946,976,916
93974,300,154,134,247,234,402,360,391
83667,229,186,191,46,35,105,111,105
54797,160,64,81,36,29,75,83,86
65979,534,423,451,1086,981,1020,1007,965
1104,363,213,172,157,112,578,524,536
8420,165,92,103,10,13,41,20,38
6080,4,1,0,24701,24229,39652,36503,37654
26768,3,1,2,33912,32941,55736,52424,54129
54952,170,117,119,151,169,250,252,252
85028,53,42,40,6,5,12,7,9
692212,2,1,1,29,25,55,40,57
677838,10,5,3,396,379,732,722,763
677825,8,7,7,73,84,130,157,143
692073,8,3,4,26,21,104,52,96
115273,22,17,21,0,2,0,2,0
6883,173,191,140,105,69,108,130,95
26824,0,3,1,4,1,5,0,2
10691,144,77,51,174,137,188,173,173
105376911,0,0,0,1,3,3,0,0
51441,913,543,536,605,621,780,689,817
4985,0,0,0,0,0,0,2,0
2035,1066,410,393,2222,2274,2329,2190,2220
399474,82,111,122,2,0,2,2,0
6429,777,717,754,1220,1320,1290,1185,1283
51102,105,84,93,84,122,177,126,159
10076,810,269,280,1403,1405,2830,2429,2613
101928460,0,0,0,0,0,2,0,0
101929406,0,0,0,0,0,0,0,0
4146,1,5,1,2,0,0,2,0
100129196,7,9,10,0,0,0,0,0
7805,3200,2278,2143,251,251,349,342,330
100616164,0,0,0,0,0,0,0,0
400748,0,0,0,0,0,0,0,0
9672,871,1574,1481,56,54,54,51,40
9698,1245,825,798,1520,1597,2058,2006,1823
692234,0,0,0,0,0,0,1,2
692235,2,2,1,11,5,13,9,14
692200,0,0,0,13,12,10,10,5
79570,0,4,3,0,0,0,0,0
9410,285,192,154,274,272,432,385,386
51538,294,209,221,257,274,334,304,319
2170,46,118,151,67,74,89,129,66
347735,2866,665,631,1488,1464,3026,2718,2834
149086,0,0,1,10,8,11,12,17
284551,3,2,0,0,0,0,0,0
64129,647,801,786,655,681,1769,1638,1843
3061,0,1,1,9,20,5,3,6
553115,439,523,489,79,109,126,105,87
1307,610,1502,1285,81,106,120,88,116
576,37,38,44,43,45,29,46,42
100423028,0,0,0,0,0,0,0,0
90853,342,84,77,554,577,461,406,366
8073,3766,2161,2052,977,999,1449,1289,1301
10657,1765,1058,970,793,730,953,910,960
55116,139,139,110,68,53,73,104,88
100847018,0,0,0,0,0,0,0,0
23633,837,510,525,446,407,780,789,752
200081,1006,613,620,284,263,581,480,507
79140,29,34,22,41,30,35,31,18
56063,53,44,39,57,44,59,53,71
55721,24,24,19,65,90,125,104,115
149069,5,4,3,47,48,48,43,35
8668,1357,1027,1004,485,415,720,642,772
339483,49,106,121,0,0,0,0,0
84734,32,42,36,1,2,2,2,0
3932,400,173,155,31,36,10,17,14
3065,1567,847,758,813,849,1510,1401,1442
65108,1027,590,581,42,61,71,100,105
100128071,2,0,0,0,2,0,2,0
81629,21,18,21,86,78,53,53,44
55108,884,652,644,259,249,293,331,305
728116,7,0,0,2,6,70,58,50
653121,134,143,116,106,78,110,149,157
339487,150,77,88,239,252,234,216,244
5928,1147,606,574,1165,1014,1796,1708,1781
81493,45,158,185,8,4,2,14,12
57648,1728,360,391,777,681,1171,1042,1085
8565,506,539,516,536,441,727,647,654
64766,341,245,284,296,259,360,356,359
252995,16,27,36,2,2,5,4,3
3208,0,0,1,0,0,4,2,2
113452,281,214,187,36,39,67,69,89
127544,462,380,390,322,269,462,532,443
204,1101,672,712,4686,4666,6300,6012,6193
113451,24,30,31,27,23,28,15,21
55223,185,88,91,78,55,122,106,125
149076,197,295,247,325,359,342,293,279
127550,0,0,0,7,1,6,3,1
1912,863,854,928,206,169,368,279,324
100500853,0,0,0,1,0,2,2,3
101929464,0,1,0,0,0,0,0,1
7579,97,51,37,60,52,97,74,76
114784,31,28,24,32,36,18,22,22
127540,0,0,0,0,0,0,0,0
402779,0,0,0,0,0,0,0,0
84970,0,0,2,0,2,0,0,2
693137,0,0,0,0,0,0,0,0
2709,87,41,36,41,33,80,119,89
127534,87,48,36,122,107,82,78,68
2707,90,70,101,188,154,106,110,82
2701,81,195,228,14,6,13,8,4
113444,266,176,207,58,56,85,58,69
58512,4,3,1,6,11,7,8,10
653160,10,4,13,4,14,4,4,0
100506144,224,144,167,12,20,18,17,22
9204,368,229,206,926,981,758,750,768
79830,150,112,150,334,310,638,539,574
6421,2084,1219,1190,5761,5600,5034,4858,5046
9202,877,495,479,2443,2203,2166,2097,2018
79932,836,492,441,814,806,1183,1041,1054
23154,222,168,173,46,44,134,127,162
339488,2,3,3,60,64,33,37,29
5690,733,634,630,497,437,626,586,598
127703,118,133,170,4,18,14,10,8
63967,50,23,24,159,157,265,200,264
192670,492,351,367,829,829,750,769,765
26523,442,266,249,387,453,565,534,518
192669,153,123,110,475,499,814,715,760
27285,1,0,6,6,10,0,4,6
54936,204,153,152,43,35,83,83,105
1296,116,303,300,20,14,20,10,18
27095,369,297,314,67,134,173,150,155
55700,604,1046,1007,336,337,376,348,344
9967,1596,1063,996,1538,1469,1755,1546,1673
79729,37,27,24,184,192,373,342,346
55194,15,9,10,15,10,20,17,27
83931,396,639,639,85,88,174,158,159
84967,148,146,162,31,38,64,92,50
127700,48,24,50,56,40,69,75,69
64960,177,210,185,156,190,230,240,261
1441,691,272,230,115,134,1207,1179,1144
2899,9,21,19,6,2,0,0,2
100422898,0,0,0,0,0,0,0,0
728431,60,21,23,0,0,0,0,0
80149,791,640,699,394,338,328,292,349
102465438,3,1,1,0,0,0,0,0
64769,501,422,447,285,308,335,326,330
100847010,4,1,0,0,0,0,0,0
79753,202,130,115,126,85,84,96,74
7802,37,72,56,17,18,17,4,7
29889,417,338,298,741,672,833,741,729
284654,61,15,15,0,2,0,2,0
54955,194,116,148,18,27,36,27,25
55143,95,35,21,102,132,177,200,158
284656,7,2,0,26,14,51,46,50
149175,41,37,26,81,87,152,134,161
79693,134,127,128,23,46,60,57,57
127687,92,63,64,10,24,20,32,24
4520,424,222,228,382,328,547,463,498
3633,275,389,343,270,317,413,371,382
10946,737,492,470,789,712,911,946,957
2275,184,229,251,24,39,46,24,28
51118,323,306,261,278,291,308,297,329
5453,1,5,4,6,2,14,20,19
100500801,0,0,0,0,0,0,0,0
339442,0,0,0,0,0,0,0,0
64121,417,337,401,403,360,325,305,326
100527950,0,0,0,12,10,14,20,24
26292,0,0,0,0,0,1,1,0
81025,0,0,0,0,0,0,0,0
54933,191,49,44,270,319,219,201,193
79647,793,645,640,273,220,279,317,272
4725,472,269,238,822,712,1008,914,1001
23499,2842,1761,1742,7596,7500,11450,11060,11386
643314,228,118,152,1037,954,1037,905,931
105378950,0,0,0,0,0,0,0,0
353500,54,23,18,16,2,16,13,19
728448,57,13,22,7,7,7,9,5
